,link,google_product_category,title,product_type,title_nouns,google_product_category_convert,product_type_convert,diff_rate,diff_rate_cat
1833,https://www.habitat.co.uk/spencer-red-wool-2-seater-sofa-oak-legs-348893?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwptp&istBid=t,Furniture > Sofas,"Spencer Red Wool 2 Seater Sofa, Oak Legs",Sofas & Armchairs > Shop By Material > Wool sofas,wool leg oak spencer red sofa,sofa,wool armchair by sofa shop material,100,100
1734,https://www.habitat.co.uk/colby-grey-velvet-left-arm-chaise-sofa-377325?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxppll&istBid=t,Furniture > Sofas,Colby Grey Velvet Left Arm Chaise Sofa,Sofas & Armchairs > Corner & chaise sofas,arm velvet left grey sofa chaise,sofa,chaise armchair corner sofa,100,100
1733,https://www.habitat.co.uk/colby-sage-green-velvet-left-arm-chaise-sofa-377324?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaalir&istBid=t,Furniture > Sofas,Colby Sage Green Velvet Left Arm Chaise Sofa,Sofas & Armchairs > Corner & chaise sofas,arm sage green velvet left sofa chaise,sofa,chaise armchair corner sofa,100,100
1823,https://www.habitat.co.uk/spencer-blue-wool-3-seater-sofa-metal-legs-348941?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqilm&istBid=t,Furniture > Sofas,"Spencer Blue Wool 3 Seater Sofa, Metal Legs",Sofas & Armchairs > 3 seater sofas,wool leg blue spencer sofa metal,sofa,armchair sofa seater,100,100
2357,https://www.habitat.co.uk/lyle-295110?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprmi&istBid=t,Furniture > Sofas,Lyle Yellow Textured FaBric 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa yellow fabric,sofa,armchair sofa seater,100,100
1703,https://www.habitat.co.uk/colby-charcoal-wool-herringbone-right-arm-chaise-sofa-377383?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaalxt&istBid=t,Furniture > Sofas,Colby Charcoal Grey Wool Herringbone Right Arm Chaise Sofa,Sofas & Armchairs > Corner & chaise sofas,wool herringbone arm right charcoal grey sofa chaise,sofa,chaise armchair corner sofa,100,100
2046,https://www.habitat.co.uk/hyde-red-textured-woven-fabric-3-seater-sofa-metal-leg-357066?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprxq&istBid=t,Furniture > Sofas,"Hyde Red Textured Woven FaBric 3 Seater Sofa, Metal Leg",Sofas & Armchairs > 3 seater sofas,leg fabric red sofa metal,sofa,armchair sofa seater,100,100
2241,https://www.habitat.co.uk/lyle-natural-fabric-2-seater-sofa-419978?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqwt&istBid=t,Furniture > Sofas,Lyle Natural FaBric 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa fabric natural,sofa,armchair sofa seater,100,100
2242,https://www.habitat.co.uk/lyle-saffron-fabric-2-seater-sofa-419981?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqp&istBid=t,Furniture > Sofas,Lyle Saffron Yellow FaBric 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa yellow fabric saffron,sofa,armchair sofa seater,100,100
2243,https://www.habitat.co.uk/lyle-teal-fabric-2-seater-sofa-419983?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqr&istBid=t,Furniture > Sofas,"Lyle Teal Blue FaBric 2 Seater Sofa, Metal Legs",Sofas & Armchairs > 2 seater sofas,leg fabric teal blue sofa metal,sofa,armchair sofa seater,100,100
1676,https://www.habitat.co.uk/colby-natural-fabric-right-arm-corner-sofa-377433?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwirm&istBid=t,Furniture > Sofas,Colby Natural  FaBric Right Arm Corner Sofa,Sofas & Armchairs > Corner & chaise sofas,fabric arm corner right sofa natural,sofa,chaise armchair corner sofa,100,100
2250,https://www.habitat.co.uk/hendricks-navy-tweed-wool-mix-2-seater-sofa-384592?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqwq&istBid=t,Furniture > Sofas,Hendricks Navy Blue Tweed Wool Mix 3 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool blue navy tweed mix sofa,sofa,armchair ready-to-go sofa,100,100
2251,https://www.habitat.co.uk/hendricks-navy-tweed-wool-mix-3-seater-sofa-384594?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqwa&istBid=t,Furniture > Sofas,Hendricks Navy Blue Tweed Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool blue navy tweed mix sofa,sofa,armchair ready-to-go sofa,100,100
1675,https://www.habitat.co.uk/colby-charcoal-fabric-right-arm-corner-sofa-377432?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwirl&istBid=t,Furniture > Sofas,Colby Charcoal Grey FaBric Right Arm Corner Sofa,Sofas & Armchairs > Corner & chaise sofas,fabric arm corner right charcoal grey sofa,sofa,chaise armchair corner sofa,100,100
1674,https://www.habitat.co.uk/colby-natural-italian-woven-fabric-right-arm-corner-sofa-377445?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwirr&istBid=t,Furniture > Sofas,Colby Natural Italian Woven FaBric Right Arm Corner Sofa,Sofas & Armchairs > Corner & chaise sofas,italian fabric arm corner right sofa natural,sofa,chaise armchair corner sofa,100,100
2258,https://www.habitat.co.uk/lyle-black-leather-3-seater-sofa-420022?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqia&istBid=t,Furniture > Sofas,Lyle Black Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa leather black,sofa,armchair sofa seater,100,100
2259,https://www.habitat.co.uk/lyle-black-leather-2-seater-sofa-420014?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqpt&istBid=t,Furniture > Sofas,Lyle Black Leather 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa leather black,sofa,armchair sofa seater,100,100
2261,https://www.habitat.co.uk/chester-grey-fabric-3-seater-chaise-sofa-dark-stained-feet-384815?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqqp&istBid=t,Furniture > Sofas,"Chester Grey FaBric 3 Seater Reversible Chaise Sofa, Dark Stained Feet",Sofas & Armchairs > Corner & chaise sofas,reversible fabric foot chester grey sofa dark chaise,sofa,chaise armchair corner sofa,100,100
2262,https://www.habitat.co.uk/chester-grey-fabric-3-seater-chaise-sofa-oak-feet-384834?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqqr&istBid=t,Furniture > Sofas,"Chester Grey Textured FaBric 3 Seater Reversible Chaise Sofa, Oak Feet",Super Savings > Sofa Super Savings > SofasSofas & Armchairs > Sofas & Armchairs > Shop by collectionNOT VISIBLE CATEGORIES > Disc LinesSofas & Armchairs,reversible fabric oak foot chester grey sofa chaise,sofa,disc armchair category sofassofa visible shop super collectionnot saving sofa linessofa by,100,100
2263,https://www.habitat.co.uk/kota-orange-fabric-2-seater-sofa-bed-257693?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwpqi&istBid=t,Furniture > Sofas,Kota Orange FaBric 3 Seater Sofa Bed,Sofas & Armchairs > Sofa beds,kota sofa fabric bed orange,sofa,sofa bed armchair,100,100
2264,https://www.habitat.co.uk/kota-black-and-white-tweed-fabric-2-seater-sofa-bed-257694?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwpqp&istBid=t,Furniture > Sofas,Kota Black And White Tweed FaBric 3 Seater Sofa Bed,Sofas & Armchairs > Sofa beds,kota fabric bed black tweed sofa white,sofa,sofa bed armchair,100,100
2265,https://www.habitat.co.uk/chester-tan-leather-2-seater-sofa-oak-feet-365826?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlitptaqx&istBid=t,Furniture > Sofas,Chester Tan Leather 2 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,leather tan chester sofa,sofa,armchair ready-to-go sofa,100,100
2266,https://www.habitat.co.uk/hendricks-teal-herringbone-wool-mix-3-seater-sofa-384573?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqpw&istBid=t,Furniture > Sofas,Hendricks Teal Green Herringbone Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool herringbone teal green mix sofa,sofa,armchair ready-to-go sofa,100,100
2267,https://www.habitat.co.uk/hendricks-charcoal-herringbone-wool-mix-3-seater-sofa-384577?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlitptaqw&istBid=t,Furniture > Sofas,Hendricks Charcoal Grey Herringbone Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool herringbone charcoal grey mix sofa,sofa,armchair ready-to-go sofa,100,100
2268,https://www.habitat.co.uk/hendricks-navy-herringbone-wool-mix-3-seater-sofa-384581?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqpi&istBid=t,Furniture > Sofas,Hendricks Navy Blue Herringbone Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool herringbone blue navy mix sofa,sofa,armchair ready-to-go sofa,100,100
2269,https://www.habitat.co.uk/hendricks-teal-tweed-wool-mix-3-seater-sofa-384586?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqpp&istBid=t,Furniture > Sofas,Hendricks Teal Green Tweed Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool teal green tweed mix sofa,sofa,armchair ready-to-go sofa,100,100
2270,https://www.habitat.co.uk/hendricks-charcoal-tweed-wool-mix-3-seater-sofa-384589?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqpr&istBid=t,Furniture > Sofas,Hendricks Charcoal Grey Tweed Wool Mix 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,wool mix charcoal tweed grey sofa,sofa,armchair ready-to-go sofa,100,100
2271,https://www.habitat.co.uk/hendricks-luxury-tan-leater-3-seater-sofa-384640?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqqm&istBid=t,Furniture > Sofas,Hendricks Luxury Tan Leater 4 Seater Sofa,Sofas & Armchairs > Ready-to-go sofas,sofa luxury tan,sofa,armchair ready-to-go sofa,100,100
2272,https://www.habitat.co.uk/chester-tan-luxury-leather-2-seater-sofa-dark-stained-feet-384723?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpar&istBid=t,Furniture > Sofas,"Chester Tan Luxury Leather 2 Seater Sofa, Dark Stained Feet",Sofas & Armchairs > 2 seater sofas,luxury tan foot leather chester sofa dark,sofa,armchair sofa seater,100,100
2273,https://www.habitat.co.uk/chester-tan-luxury-leather-2-seater-sofa-oak-stained-feet-384725?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqqq&istBid=t,Furniture > Sofas,"Chester Tan Luxury Leather 2 Seater Sofa,Oak Feet",Super Savings > Sofa Super Savings > SofasChristmas > Christmas Delivery > Leather Sofas for ChristmasSofas & Armchairs > Sofas & Armchairs > Shop by collectionNOT VISIBLE CATEGORIES > Disc LinesSofas & Armchairs,luxury tan oak foot leather chester sofa,sofa,disc armchair category sofaschristma christmassofa christma delivery for visible shop leather super collectionnot saving sofa linessofa by,100,100
2274,https://www.habitat.co.uk/chester-yellow-textured-fabric-2-seater-sofa-oak-stained-feet-384789?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprrm&istBid=t,Furniture > Sofas,Chester Yellow Textured FaBric 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa yellow chester fabric,sofa,armchair sofa seater,100,100
2275,https://www.habitat.co.uk/chester-grey-textured-fabric-2-seater-sofa-oak-stained-feet-384829?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpal&istBid=t,Furniture > Sofas,Chester Grey Textured FaBric 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa chester fabric grey,sofa,armchair sofa seater,100,100
2240,https://www.habitat.co.uk/lyle-charcoal-fabric-2-seater-sofa-419976?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wliwtwprl&istBid=t,Furniture > Sofas,Lyle Charcoal Grey FaBric 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,charcoal sofa fabric grey,sofa,armchair sofa seater,100,100
2276,https://www.habitat.co.uk/chester-grey-textured-fabric-2-seater-sofa-dark-stained-feet-384810?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpam&istBid=t,Furniture > Sofas,Chester Grey Textured FaBric 2 Seater Sofa,Super Savings > Sofa Super Savings > SofasSofas & Armchairs > Sofas & Armchairs > Shop by collectionNOT VISIBLE CATEGORIES > Disc LinesSofas & Armchairs,sofa chester fabric grey,sofa,disc armchair category sofassofa visible shop super collectionnot saving sofa linessofa by,100,100
2239,https://www.habitat.co.uk/lyle-natural-fabric-3-seater-sofa-419990?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxa&istBid=t,Furniture > Sofas,Lyle Natural FaBric 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa fabric natural,sofa,armchair sofa seater,100,100
2237,https://www.habitat.co.uk/lyle-blue-fabric-2-seater-sofa-419988?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpqi&istBid=t,Furniture > Sofas,"Lyle Blue FaBric 2 Seater Sofa, Metal Legs",Sofas & Armchairs > 2 seater sofas,leg fabric blue sofa metal,sofa,armchair sofa seater,100,100
2202,https://www.habitat.co.uk/hyde-brown-leather-3-seater-sofa-bed-wooden-legs-419963?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqtw&istBid=t,Furniture > Sofas,"Hyde Brown Leather 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg bed brown leather sofa,sofa,sofa bed armchair,100,100
2203,https://www.habitat.co.uk/hyde-black-leather-3-seater-sofa-bed-wooden-legs-419962?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqti&istBid=t,Furniture > Sofas,"Hyde Black Leather 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg bed black leather sofa,sofa,sofa bed armchair,100,100
2204,https://www.habitat.co.uk/hyde-black-premium-leather-3-seater-sofa-bed-wooden-legs-419960?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqwx&istBid=t,Furniture > Sofas,"Hyde Black Premium Leather 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg bed premium black leather sofa,sofa,sofa bed armchair,100,100
2205,https://www.habitat.co.uk/hyde-teal-fabric-3-seater-sofa-bed-wooden-legs-419942?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprpr&istBid=t,Furniture > Sofas,"Hyde Teal Blue FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed teal blue sofa,sofa,sofa bed armchair,100,100
2206,https://www.habitat.co.uk/hyde-saffron-fabric-3-seater-sofa-bed-wooden-legs-419941?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprpl&istBid=t,Furniture > Sofas,"Hyde Saffron Yellow FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg yellow fabric bed saffron sofa,sofa,sofa bed armchair,100,100
2207,https://www.habitat.co.uk/hyde-natural-fabric-3-seater-sofa-bed-wooden-legs-419939?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqtp&istBid=t,Furniture > Sofas,"Hyde Natural FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed sofa natural,sofa,sofa bed armchair,100,100
2208,https://www.habitat.co.uk/hyde-charcoal-fabric-3-seater-sofa-bed-wooden-legs-419937?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqtr&istBid=t,Furniture > Sofas,"Hyde Charcoal Grey FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed charcoal grey sofa,sofa,sofa bed armchair,100,100
2209,https://www.habitat.co.uk/hyde-grey-textured-woven-fabric-3-seater-sofa-bed-wooden-legs-419950?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqww&istBid=t,Furniture > Sofas,"Hyde Grey Textured Woven FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed grey sofa,sofa,sofa bed armchair,100,100
2210,https://www.habitat.co.uk/hyde-grey-fabric-3-seater-sofa-bed-wooden-legs-419946?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpmw&istBid=t,Furniture > Sofas,"Hyde Grey FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed grey sofa,sofa,sofa bed armchair,100,100
2211,https://www.habitat.co.uk/hyde-blue-fabric-3-seater-sofa-bed-wooden-legs-419947?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprpm&istBid=t,Furniture > Sofas,"Hyde Blue FaBric 3 Seater Sofa Bed, Wooden Legs",Sofas & Armchairs > Sofa beds,leg fabric bed blue sofa,sofa,sofa bed armchair,100,100
2216,https://www.habitat.co.uk/lyle-brown-leather-3-seater-sofa-420024?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpmr&istBid=t,Furniture > Sofas,Lyle Brown Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa brown leather,sofa,armchair sofa seater,100,100
2217,https://www.habitat.co.uk/lyle-cream-leather-3-seater-sofa-420025?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpml&istBid=t,Furniture > Sofas,Lyle Cream Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa leather cream,sofa,armchair sofa seater,100,100
2218,https://www.habitat.co.uk/lyle-tan-premium-leather-3-seater-sofa-420019?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxw&istBid=t,Furniture > Sofas,Lyle Tan Premium Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,leather premium tan sofa,sofa,armchair sofa seater,100,100
2219,https://www.habitat.co.uk/lyle-brown-leather-2-seater-sofa-420016?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpmm&istBid=t,Furniture > Sofas,Lyle Brown Leather 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa brown leather,sofa,armchair sofa seater,100,100
2220,https://www.habitat.co.uk/lyle-cream-leather-2-seater-sofa-420017?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxi&istBid=t,Furniture > Sofas,Lyle Cream Leather 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa leather cream,sofa,armchair sofa seater,100,100
2221,https://www.habitat.co.uk/lyle-brown-premium-leather-3-seater-sofa-420020?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxlqaqwp&istBid=t,Furniture > Sofas,Lyle Brown Premium Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa premium brown leather,sofa,armchair sofa seater,100,100
2222,https://www.habitat.co.uk/lyle-black-premium-leather-3-seater-sofa-420021?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxpaaqxp&istBid=t,Furniture > Sofas,Lyle Black Premium Leather 3 Seater Sofa,Sofas & Armchairs > 3 seater sofas,sofa premium leather black,sofa,armchair sofa seater,100,100
2223,https://www.habitat.co.uk/lyle-brown-premium-leather-2-seater-sofa-420011?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmmqpmq&istBid=t,Furniture > Sofas,Lyle Brown Premium Leather 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,sofa premium brown leather,sofa,armchair sofa seater,100,100
2224,https://www.habitat.co.uk/lyle-tan-premium-leather-2-seater-sofa-420009?istCompanyId=25ebb945-5a4c-4a3c-99e5-3abea8ce47c0&istFeedId=562df97e-030e-44b0-8654-5717152e4243&istItemId=wlxmxprrx&istBid=t,Furniture > Sofas,Lyle Tan Premium Leather 2 Seater Sofa,Sofas & Armchairs > 2 seater sofas,leather premium tan sofa,sofa,armchair sofa seater,100,100
